CODE,RG CODE,NB CODE,PLAYER,YEAR,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,REB,AST,STL,BLK,TOV,PF,,PTS / G,REB / G,AST / G,STL / G,BLK / G,TOV / G,FG%,3P%,FT%,,RESULT
Tyrone Corbin ATL 1995,Tyrone Corbin,,Tyrone Corbin,1995,ATL,3,79,34,12,26,0.462,2,6,0.333,8,9,0.889,6,4,10,2,2,1,2,10,,11.33,3.33,0.67,0.67,0.33,0.67,0.46,0.33,0.89,10.00,First Round
Tyrone Corbin MIA 1996,Tyrone Corbin,,Tyrone Corbin,1996,MIA,2,34,5,1,5,0.2,0,0,0,3,4,0.75,4,3,7,1,2,0,1,3,,2.50,3.50,0.50,1.00,0.00,0.50,0.20,0.00,0.75,10.00,First Round
Tyrone Corbin ATL 1997,Tyrone Corbin,,Tyrone Corbin,1997,ATL,10,364,106,42,92,0.457,13,37,0.351,9,9,1,12,31,43,20,4,2,14,29,,10.60,4.30,2.00,0.40,0.20,1.40,0.46,0.35,1.00,100.00,Conf Semis
Tyrone Corbin ATL 1998,Tyrone Corbin,,Tyrone Corbin,1998,ATL,4,113,15,7,25,0.28,1,6,0.167,0,0,0,3,12,15,4,6,1,3,10,,3.75,3.75,1.00,1.50,0.25,0.75,0.28,0.17,0.00,10.00,First Round
Tyrone Corbin ATL 1999,Tyrone Corbin,,Tyrone Corbin,1999,ATL,9,268,69,30,72,0.417,6,23,0.261,3,4,0.75,7,26,33,16,6,0,8,20,,7.67,3.67,1.78,0.67,0.00,0.89,0.42,0.26,0.75,100.00,Conf Semis
Tyrone Corbin SAC 2000,Tyrone Corbin,,Tyrone Corbin,2000,SAC,3,23,4,2,5,0.4,0,2,0,0,1,0,1,4,5,3,0,0,0,2,,1.33,1.67,1.00,0.00,0.00,0.00,0.40,0.00,0.00,10.00,First Round
Tyrone Hill GSW 1991,Tyrone Hill,,Tyrone Hill,1991,GSW,9,80,22,9,14,0.643,0,1,0,4,6,0.667,7,16,23,2,3,4,2,25,,2.44,2.56,0.22,0.33,0.44,0.22,0.64,0.00,0.67,100.00,Conf Semis
Tyrone Hill GSW 1992,Tyrone Hill,,Tyrone Hill,1992,GSW,4,47,6,3,7,0.429,0,0,0,0,2,0,3,5,8,1,2,0,3,12,,1.50,2.00,0.25,0.50,0.00,0.75,0.43,0.00,0.00,10.00,First Round
Tyrone Hill CLE 1994,Tyrone Hill,,Tyrone Hill,1994,CLE,3,123,42,11,27,0.407,0,0,0,20,37,0.541,14,17,31,4,1,1,8,14,,14.00,10.33,1.33,0.33,0.33,2.67,0.41,0.00,0.54,10.00,First Round
Tyrone Hill CLE 1995,Tyrone Hill,,Tyrone Hill,1995,CLE,4,139,34,9,29,0.31,0,1,0,16,25,0.64,8,15,23,3,7,1,10,18,,8.50,5.75,0.75,1.75,0.25,2.50,0.31,0.00,0.64,10.00,First Round
Tyrone Hill CLE 1996,Tyrone Hill,,Tyrone Hill,1996,CLE,3,53,25,9,12,0.75,0,0,0,7,9,0.778,7,8,15,0,0,0,3,11,,8.33,5.00,0.00,0.00,0.00,1.00,0.75,0.00,0.78,10.00,First Round
Tyrone Hill PHI 1999,Tyrone Hill,,Tyrone Hill,1999,PHI,8,196,45,19,39,0.487,0,0,0,7,19,0.368,19,40,59,0,3,2,6,33,,5.63,7.38,0.00,0.38,0.25,0.75,0.49,0.00,0.37,100.00,Conf Semis
Tyrone Hill PHI 2000,Tyrone Hill,,Tyrone Hill,2000,PHI,10,352,123,46,100,0.46,0,1,0,31,44,0.705,36,61,97,9,9,1,12,38,,12.30,9.70,0.90,0.90,0.10,1.20,0.46,0.00,0.70,100.00,Conf Semis
Tyrone Hill PHI 2001,Tyrone Hill,,Tyrone Hill,2001,PHI,23,732,166,65,159,0.409,0,1,0,36,53,0.679,54,114,168,10,13,12,26,80,,7.22,7.30,0.43,0.57,0.52,1.13,0.41,0.00,0.68,"10,000.00",Finalist
Tyrone Hill PHI 2003,Tyrone Hill,,Tyrone Hill,2003,PHI,10,141,28,12,19,0.632,0,0,0,4,4,1,12,16,28,2,1,1,6,29,,2.80,2.80,0.20,0.10,0.10,0.60,0.63,0.00,1.00,100.00,Conf Semis
Tyrone Wallace LAC 2019,Tyrone Wallace,,Tyrone Wallace,2019,LAC,2,11,4,1,4,0.25,0,0,0,2,3,0.667,0,1,1,3,0,0,1,2,,2.00,0.50,1.50,0.00,0.00,0.50,0.25,0.00,0.67,10.00,First Round
Tyronn Lue LAL 1999,Tyronn Lue,,Tyronn Lue,1999,LAL,3,33,14,7,17,0.412,0,2,0,0,0,0,0,2,2,6,2,0,4,4,,4.67,0.67,2.00,0.67,0.00,1.33,0.41,0.00,0.00,100.00,Conf Semis
Tyronn Lue LAL 2001,Tyronn Lue,,Tyronn Lue,2001,LAL,15,131,29,10,29,0.345,5,13,0.385,4,5,0.8,1,9,10,10,12,1,8,11,,1.93,0.67,0.67,0.80,0.07,0.53,0.34,0.38,0.80,"100,000.00",Champion
Tyronn Lue DAL 2008,Tyronn Lue,,Tyronn Lue,2008,DAL,2,2.3,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,,0.00,0.50,0.50,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Tyronn Lue ORL 2009,Tyronn Lue,,Tyronn Lue,2009,ORL,1,3.9,5,2,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,,5.00,0.00,0.00,0.00,0.00,0.00,1.00,1.00,0.00,"10,000.00",Finalist
Tyrus Thomas CHI 2007,Tyrus Thomas,,Tyrus Thomas,2007,CHI,10,121.6,51,16,41,0.39,0,0,0,19,30,0.633,12,22,34,6,10,5,15,23,,5.10,3.40,0.60,1.00,0.50,1.50,0.39,0.00,0.63,100.00,Conf Semis
Tyrus Thomas CHI 2009,Tyrus Thomas,,Tyrus Thomas,2009,CHI,7,195.1,67,28,64,0.438,0,1,0,11,14,0.786,8,36,44,6,7,20,11,23,,9.57,6.29,0.86,1.00,2.86,1.57,0.44,0.00,0.79,10.00,First Round
Tyrus Thomas CHA 2010,Tyrus Thomas,,Tyrus Thomas,2010,CHA,4,67.7,35,15,24,0.625,0,0,0,5,6,0.833,6,16,22,2,2,2,4,9,,8.75,5.50,0.50,0.50,0.50,1.00,0.63,0.00,0.83,10.00,First Round
Tyshawn Taylor BKN 2013,Tyshawn Taylor,,Tyshawn Taylor,2013,BKN,2,2.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,10.00,First Round
Tyson Chandler CHI 2005,Tyson Chandler,,Tyson Chandler,2005,CHI,6,173,70,19,40,0.475,0,0,0,32,46,0.696,29,29,58,8,1,13,8,27,,11.67,9.67,1.33,0.17,2.17,1.33,0.48,0.00,0.70,10.00,First Round
Tyson Chandler CHI 2006,Tyson Chandler,,Tyson Chandler,2006,CHI,6,104,11,4,6,0.667,0,0,0,3,10,0.3,8,19,27,3,2,2,6,29,,1.83,4.50,0.50,0.33,0.33,1.00,0.67,0.00,0.30,10.00,First Round
Tyson Chandler NOP 2008,Tyson Chandler,,Tyson Chandler,2008,NOP,12,411.6,96,43,68,0.632,0,0,0,10,16,0.625,45,78,123,5,5,20,10,43,,8.00,10.25,0.42,0.42,1.67,0.83,0.63,0.00,0.63,100.00,Conf Semis
Tyson Chandler NOP 2009,Tyson Chandler,,Tyson Chandler,2009,NOP,4,93.6,15,6,12,0.5,0,0,0,3,6,0.5,8,13,21,2,2,1,8,17,,3.75,5.25,0.50,0.50,0.25,2.00,0.50,0.00,0.50,10.00,First Round
Tyson Chandler CHA 2010,Tyson Chandler,,Tyson Chandler,2010,CHA,4,60,14,6,11,0.545,0,0,0,2,3,0.667,3,7,10,2,2,3,4,16,,3.50,2.50,0.50,0.50,0.75,1.00,0.55,0.00,0.67,10.00,First Round
Tyson Chandler DAL 2011,Tyson Chandler,,Tyson Chandler,2011,DAL,21,679.8,167,57,98,0.582,0,0,0,53,78,0.679,79,114,193,8,13,19,14,77,,7.95,9.19,0.38,0.62,0.90,0.67,0.58,0.00,0.68,"100,000.00",Champion
Tyson Chandler NYK 2012,Tyson Chandler,,Tyson Chandler,2012,NYK,5,166.6,31,11,25,0.44,0,0,0,9,15,0.6,18,27,45,4,7,7,15,18,,6.20,9.00,0.80,1.40,1.40,3.00,0.44,0.00,0.60,10.00,First Round
Tyson Chandler NYK 2013,Tyson Chandler,,Tyson Chandler,2013,NYK,12,349.9,68,28,52,0.538,0,0,0,12,16,0.75,40,48,88,4,8,14,11,48,,5.67,7.33,0.33,0.67,1.17,0.92,0.54,0.00,0.75,100.00,Conf Semis
Tyson Chandler DAL 2015,Tyson Chandler,,Tyson Chandler,2015,DAL,5,160.5,51,19,29,0.655,0,0,0,13,26,0.5,27,27,54,1,3,6,5,16,,10.20,10.80,0.20,0.60,1.20,1.00,0.66,0.00,0.50,10.00,First Round
Tyson Chandler HOU 2020,Tyson Chandler,,Tyson Chandler,2020,HOU,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Tyus Edney SAC 1996,Tyus Edney,,Tyus Edney,1996,SAC,4,121,48,18,42,0.429,2,8,0.25,10,12,0.833,2,10,12,11,8,0,9,11,,12.00,3.00,2.75,2.00,0.00,2.25,0.43,0.25,0.83,10.00,First Round
Tyus Edney IND 2001,Tyus Edney,,Tyus Edney,2001,IND,2,10,4,2,7,0.286,0,1,0,0,1,0,0,0,0,3,1,0,0,1,,2.00,0.00,1.50,0.50,0.00,0.00,0.29,0.00,0.00,10.00,First Round
Tyus Jones MIN 2018,Tyus Jones,Tyus Jones,Tyus Jones,2018,MIN,4,55,4,2,7,0.286,0,2,0,0,0,0,0,9,9,8,1,0,1,0,,1.00,2.25,2.00,0.25,0.00,0.25,0.29,0.00,0.00,10.00,First Round
Tyus Jones MEM 2021,Tyus Jones,Tyus Jones,Tyus Jones,2021,MEM,5,46.7,15,6,17,0.353,1,4,0.25,2,2,1,1,6,7,6,1,0,0,1,,3.00,1.40,1.20,0.20,0.00,0.00,0.35,0.25,1.00,10.00,First Round
Tyus Jones MEM 2022,Tyus Jones,Tyus Jones,Tyus Jones,2022,MEM,12,262.2,110,39,99,0.394,18,45,0.4,14,15,0.933,4,35,39,54,14,2,13,8,,9.17,3.25,4.50,1.17,0.17,1.08,0.39,0.40,0.93,100.00,Conf Semis
Tyus Jones MEM 2023,Tyus Jones,Tyus Jones,Tyus Jones,2023,MEM,6,120.3,27,11,36,0.306,3,19,0.158,2,3,0.667,3,15,18,22,8,0,8,5,,4.50,3.00,3.67,1.33,0.00,1.33,0.31,0.16,0.67,10.00,First Round
Udoka Azubuike UTA 2021,Udoka Azubuike,Udoka Azubuike,Udoka Azubuike,2021,UTA,1,1.2,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Udonis Haslem MIA 2004,Udonis Haslem,,Udonis Haslem,2004,MIA,13,199,47,13,33,0.394,0,0,0,21,31,0.677,18,26,44,3,5,3,3,22,,3.62,3.38,0.23,0.38,0.23,0.23,0.39,0.00,0.68,100.00,Conf Semis
Udonis Haslem MIA 2005,Udonis Haslem,,Udonis Haslem,2005,MIA,15,543,138,52,106,0.491,0,0,0,34,46,0.739,38,112,150,15,8,6,18,48,,9.20,10.00,1.00,0.53,0.40,1.20,0.49,0.00,0.74,"1,000.00",Conf Finalist
Udonis Haslem MIA 2006,Udonis Haslem,,Udonis Haslem,2006,MIA,22,650.3,189,74,150,0.493,0,1,0,41,60,0.683,49,113,162,17,13,7,31,79,,8.59,7.36,0.77,0.59,0.32,1.41,0.49,0.00,0.68,"100,000.00",Champion
Udonis Haslem MIA 2007,Udonis Haslem,,Udonis Haslem,2007,MIA,4,102.9,30,12,25,0.48,0,0,0,6,8,0.75,4,17,21,4,1,2,2,14,,7.50,5.25,1.00,0.25,0.50,0.50,0.48,0.00,0.75,10.00,First Round
Udonis Haslem MIA 2009,Udonis Haslem,,Udonis Haslem,2009,MIA,7,203.8,59,25,46,0.543,0,0,0,9,10,0.9,13,48,61,3,3,3,6,19,,8.43,8.71,0.43,0.43,0.43,0.86,0.54,0.00,0.90,10.00,First Round
Udonis Haslem MIA 2010,Udonis Haslem,,Udonis Haslem,2010,MIA,5,141.7,30,13,37,0.351,0,0,0,4,6,0.667,9,28,37,4,1,1,5,18,,6.00,7.40,0.80,0.20,0.20,1.00,0.35,0.00,0.67,10.00,First Round
Udonis Haslem MIA 2011,Udonis Haslem,,Udonis Haslem,2011,MIA,12,290,63,27,68,0.397,0,0,0,9,10,0.9,13,41,54,9,6,4,11,31,,5.25,4.50,0.75,0.50,0.33,0.92,0.40,0.00,0.90,"10,000.00",Finalist
Udonis Haslem MIA 2012,Udonis Haslem,,Udonis Haslem,2012,MIA,22,452.2,106,40,88,0.455,0,0,0,26,35,0.743,37,104,141,13,5,6,20,60,,4.82,6.41,0.59,0.23,0.27,0.91,0.45,0.00,0.74,"100,000.00",Champion
Udonis Haslem MIA 2013,Udonis Haslem,,Udonis Haslem,2013,MIA,22,357.4,110,51,86,0.593,0,0,0,8,14,0.571,26,54,80,6,15,5,14,54,,5.00,3.64,0.27,0.68,0.23,0.64,0.59,0.00,0.57,"100,000.00",Champion
Udonis Haslem MIA 2014,Udonis Haslem,,Udonis Haslem,2014,MIA,16,168.6,40,17,37,0.459,0,0,0,6,10,0.6,12,29,41,4,1,3,1,28,,2.50,2.56,0.25,0.06,0.19,0.06,0.46,0.00,0.60,"10,000.00",Finalist
Udonis Haslem MIA 2016,Udonis Haslem,,Udonis Haslem,2016,MIA,9,84.6,21,8,15,0.533,0,0,0,5,7,0.714,11,20,31,4,0,1,7,13,,2.33,3.44,0.44,0.00,0.11,0.78,0.53,0.00,0.71,100.00,Conf Semis
Udonis Haslem MIA 2023,Udonis Haslem,,Udonis Haslem,2023,MIA,2,3,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,,0.00,0.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"10,000.00",Finalist
Uwe Blab DAL 1986,Uwe Blab,,Uwe Blab,1986,DAL,1,6,4,2,3,0.667,0,0,0,0,0,0,0,1,1,0,0,0,0,1,,4.00,1.00,0.00,0.00,0.00,0.00,0.67,0.00,0.00,100.00,Conf Semis
Uwe Blab DAL 1987,Uwe Blab,,Uwe Blab,1987,DAL,1,10,3,1,1,1,0,0,0,1,4,0.25,1,2,3,0,1,1,2,4,,3.00,3.00,0.00,1.00,1.00,2.00,1.00,0.00,0.25,10.00,First Round
Uwe Blab DAL 1988,Uwe Blab,,Uwe Blab,1988,DAL,3,8,2,0,2,0,0,0,0,2,2,1,1,0,1,1,0,0,1,1,,0.67,0.33,0.33,0.00,0.00,0.33,0.00,0.00,1.00,"1,000.00",Conf Finalist
Uwe Blab SAS 1990,Uwe Blab,,Uwe Blab,1990,SAS,2,5,3,0,1,0,0,0,0,3,6,0.5,0,2,2,0,0,0,0,0,,1.50,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.50,100.00,Conf Semis
Vassilis Spanoulis HOU 2007,Vassilis Spanoulis,,Vassilis Spanoulis,2007,HOU,1,2.8,4,1,2,0.5,0,0,0,2,2,1,0,1,1,1,0,0,0,0,,4.00,1.00,1.00,0.00,0.00,0.00,0.50,0.00,1.00,10.00,First Round
Vern Fleming IND 1987,Vern Fleming,,Vern Fleming,1987,IND,4,141,49,13,36,0.361,0,1,0,23,30,0.767,9,17,26,24,4,1,10,15,,12.25,6.50,6.00,1.00,0.25,2.50,0.36,0.00,0.77,10.00,First Round
Vern Fleming IND 1990,Vern Fleming,,Vern Fleming,1990,IND,3,113,40,16,34,0.471,0,2,0,8,9,0.889,4,9,13,18,2,1,8,6,,13.33,4.33,6.00,0.67,0.33,2.67,0.47,0.00,0.89,10.00,First Round
Vern Fleming IND 1991,Vern Fleming,,Vern Fleming,1991,IND,5,115,47,18,40,0.45,0,1,0,11,14,0.786,10,7,17,21,1,3,6,10,,9.40,3.40,4.20,0.20,0.60,1.20,0.45,0.00,0.79,10.00,First Round
Vern Fleming IND 1992,Vern Fleming,,Vern Fleming,1992,IND,3,51,21,10,18,0.556,0,0,0,1,3,0.333,0,2,2,6,3,0,4,5,,7.00,0.67,2.00,1.00,0.00,1.33,0.56,0.00,0.33,10.00,First Round
Vern Fleming IND 1993,Vern Fleming,,Vern Fleming,1993,IND,3,80,30,12,27,0.444,2,4,0.5,4,4,1,1,4,5,3,2,1,5,6,,10.00,1.67,1.00,0.67,0.33,1.67,0.44,0.50,1.00,10.00,First Round
Vern Fleming IND 1994,Vern Fleming,,Vern Fleming,1994,IND,16,247,95,39,76,0.513,0,5,0,17,20,0.85,12,9,21,38,10,1,22,27,,5.94,1.31,2.38,0.63,0.06,1.38,0.51,0.00,0.85,"1,000.00",Conf Finalist
Vern Fleming IND 1995,Vern Fleming,,Vern Fleming,1995,IND,3,8,2,1,3,0.333,0,1,0,0,3,0,1,1,2,2,0,0,0,0,,0.67,0.67,0.67,0.00,0.00,0.00,0.33,0.00,0.00,"1,000.00",Conf Finalist
Vern Gardner GSW 1950,Vern Gardner,,Vern Gardner,1950,GSW,2,0,36,15,44,0.341,,,,6,9,0.667,,,0,2,,,,11,,18.00,0.00,1.00,0.00,0.00,0.00,0.34,0.00,0.67,100.00,Conf Semis
Vern Gardner GSW 1951,Vern Gardner,,Vern Gardner,1951,GSW,2,0,11,4,8,0.5,,,,3,3,1,,,4,0,,,,8,,5.50,2.00,0.00,0.00,0.00,0.00,0.50,0.00,1.00,100.00,Conf Semis
Vern Gardner GSW 1952,Vern Gardner,,Vern Gardner,1952,GSW,3,77,24,7,19,0.368,,,,10,11,0.909,,,14,3,,,,14,,8.00,4.67,1.00,0.00,0.00,0.00,0.37,0.00,0.91,100.00,Conf Semis
Vern Hatton GSW 1960,Vern Hatton,,Vern Hatton,1960,GSW,6,17,9,4,13,0.308,,,,1,3,0.333,,,3,1,,,,3,,1.50,0.50,0.17,0.00,0.00,0.00,0.31,0.00,0.33,"1,000.00",Conf Finalist
Vern Mikkelsen LAL 1950,Vern Mikkelsen,,Vern Mikkelsen,1950,LAL,12,0,156,55,149,0.369,,,,46,60,0.767,,,0,18,,,,52,,13.00,0.00,1.50,0.00,0.00,0.00,0.37,0.00,0.77,"100,000.00",Champion
Vern Mikkelsen LAL 1951,Vern Mikkelsen,,Vern Mikkelsen,1951,LAL,7,0,109,39,96,0.406,,,,31,47,0.66,,,67,17,,,,35,,15.57,9.57,2.43,0.00,0.00,0.00,0.41,0.00,0.66,"1,000.00",Conf Finalist
Vern Mikkelsen LAL 1952,Vern Mikkelsen,,Vern Mikkelsen,1952,LAL,13,495,173,60,139,0.432,,,,53,64,0.828,,,110,20,,,,66,,13.31,8.46,1.54,0.00,0.00,0.00,0.43,0.00,0.83,"100,000.00",Champion
Vern Mikkelsen LAL 1953,Vern Mikkelsen,,Vern Mikkelsen,1953,LAL,12,400,144,44,133,0.331,,,,56,66,0.848,,,104,24,,,,59,,12.00,8.67,2.00,0.00,0.00,0.00,0.33,0.00,0.85,"100,000.00",Champion
Vern Mikkelsen LAL 1954,Vern Mikkelsen,,Vern Mikkelsen,1954,LAL,13,375,133,51,111,0.459,,,,31,36,0.861,,,73,17,,,,52,,10.23,5.62,1.31,0.00,0.00,0.00,0.46,0.00,0.86,"100,000.00",Champion
Vern Mikkelsen LAL 1955,Vern Mikkelsen,,Vern Mikkelsen,1955,LAL,7,209,96,30,85,0.353,,,,36,46,0.783,,,78,13,,,,36,,13.71,11.14,1.86,0.00,0.00,0.00,0.35,0.00,0.78,"1,000.00",Conf Finalist
Vern Mikkelsen LAL 1956,Vern Mikkelsen,,Vern Mikkelsen,1956,LAL,3,90,40,11,26,0.423,,,,18,20,0.9,,,17,2,,,,14,,13.33,5.67,0.67,0.00,0.00,0.00,0.42,0.00,0.90,100.00,Conf Semis
Vern Mikkelsen LAL 1957,Vern Mikkelsen,,Vern Mikkelsen,1957,LAL,5,162,88,33,83,0.398,,,,22,34,0.647,,,43,17,,,,29,,17.60,8.60,3.40,0.00,0.00,0.00,0.40,0.00,0.65,"1,000.00",Conf Finalist
Vern Mikkelsen LAL 1959,Vern Mikkelsen,,Vern Mikkelsen,1959,LAL,13,371,202,73,177,0.412,,,,56,73,0.767,,,93,24,,,,54,,15.54,7.15,1.85,0.00,0.00,0.00,0.41,0.00,0.77,"10,000.00",Finalist
Vernon Maxwell HOU 1990,Vernon Maxwell,,Vernon Maxwell,1990,HOU,4,159,79,30,81,0.37,8,26,0.308,11,21,0.524,5,7,12,17,5,0,6,12,,19.75,3.00,4.25,1.25,0.00,1.50,0.37,0.31,0.52,10.00,First Round
Vernon Maxwell HOU 1991,Vernon Maxwell,,Vernon Maxwell,1991,HOU,3,113,56,23,56,0.411,9,27,0.333,1,2,0.5,1,7,8,9,2,1,7,8,,18.67,2.67,3.00,0.67,0.33,2.33,0.41,0.33,0.50,10.00,First Round
Vernon Maxwell HOU 1993,Vernon Maxwell,,Vernon Maxwell,1993,HOU,9,308,126,47,117,0.402,11,46,0.239,21,24,0.875,3,19,22,32,11,2,17,17,,14.00,2.44,3.56,1.22,0.22,1.89,0.40,0.24,0.88,100.00,Conf Semis
Vernon Maxwell HOU 1994,Vernon Maxwell,,Vernon Maxwell,1994,HOU,23,880,318,118,314,0.376,45,138,0.326,37,54,0.685,12,69,81,96,20,2,49,55,,13.83,3.52,4.17,0.87,0.09,2.13,0.38,0.33,0.69,"100,000.00",Champion
Vernon Maxwell HOU 1995,Vernon Maxwell,,Vernon Maxwell,1995,HOU,1,16,3,1,7,0.143,0,2,0,1,1,1,0,3,3,1,0,0,1,1,,3.00,3.00,1.00,0.00,0.00,1.00,0.14,0.00,1.00,"100,000.00",Champion
Vernon Maxwell SAC 1999,Vernon Maxwell,,Vernon Maxwell,1999,SAC,5,129,56,19,60,0.317,11,35,0.314,7,10,0.7,4,7,11,5,6,0,6,12,,11.20,2.20,1.00,1.20,0.00,1.20,0.32,0.31,0.70,10.00,First Round
Vernon Maxwell DAL 2001,Vernon Maxwell,,Vernon Maxwell,2001,DAL,4,43,4,2,10,0.2,0,5,0,0,0,0,1,5,6,5,0,0,2,6,,1.00,1.50,1.25,0.00,0.00,0.50,0.20,0.00,0.00,100.00,Conf Semis
Vic Law ORL 2020,Vic Law,,Vic Law,2020,ORL,1,3.6,3,1,1,1,1,1,1,0,0,0,0,2,2,1,0,0,0,0,,3.00,2.00,1.00,0.00,0.00,0.00,1.00,1.00,0.00,10.00,First Round
Victor Alexander GSW 1992,Victor Alexander,,Victor Alexander,1992,GSW,4,24,7,3,5,0.6,0,0,0,1,1,1,1,5,6,1,2,0,2,8,,1.75,1.50,0.25,0.50,0.00,0.50,0.60,0.00,1.00,10.00,First Round
Victor Alexander DET 2002,Victor Alexander,,Victor Alexander,2002,DET,1,3,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,,0.00,1.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,100.00,Conf Semis
Victor Claver POR 2014,Victor Claver,,Victor Claver,2014,POR,2,7.3,0,0,0,0,0,0,0,0,4,0,0,5,5,0,0,0,1,0,,0.00,2.50,0.00,0.00,0.00,0.50,0.00,0.00,0.00,100.00,Conf Semis
Victor Oladipo OKC 2017,Victor Oladipo,,Victor Oladipo,2017,OKC,5,180.8,54,21,61,0.344,6,25,0.24,6,6,1,2,26,28,10,7,3,6,17,,10.80,5.60,2.00,1.40,0.60,1.20,0.34,0.24,1.00,10.00,First Round
Victor Oladipo IND 2018,Victor Oladipo,,Victor Oladipo,2018,IND,7,260.8,159,53,127,0.417,23,57,0.404,30,41,0.732,3,55,58,42,17,3,24,11,,22.71,8.29,6.00,2.43,0.43,3.43,0.42,0.40,0.73,10.00,First Round
Victor Oladipo IND 2020,Victor Oladipo,,Victor Oladipo,2020,IND,4,122.5,71,22,56,0.393,12,33,0.364,15,16,0.938,0,13,13,10,9,0,14,14,,17.75,3.25,2.50,2.25,0.00,3.50,0.39,0.36,0.94,10.00,First Round
Victor Oladipo MIA 2022,Victor Oladipo,,Victor Oladipo,2022,MIA,15,367.7,159,50,136,0.368,17,62,0.274,42,53,0.792,4,47,51,31,19,4,25,29,,10.60,3.40,2.07,1.27,0.27,1.67,0.37,0.27,0.79,"1,000.00",Conf Finalist
Victor Oladipo MIA 2023,Victor Oladipo,,Victor Oladipo,2023,MIA,2,45.4,23,10,19,0.526,2,5,0.4,1,3,0.333,1,6,7,2,2,1,2,5,,11.50,3.50,1.00,1.00,0.50,1.00,0.53,0.40,0.33,"10,000.00",Finalist
Vin Baker OKC 1998,Vin Baker,,Vin Baker,1998,OKC,10,371,158,71,134,0.53,0,0,0,16,38,0.421,41,53,94,18,18,15,22,38,,15.80,9.40,1.80,1.80,1.50,2.20,0.53,0.00,0.42,100.00,Conf Semis
Vin Baker OKC 2000,Vin Baker,,Vin Baker,2000,OKC,5,177,70,30,75,0.4,0,1,0,10,17,0.588,16,22,38,10,5,2,16,19,,14.00,7.60,2.00,1.00,0.40,3.20,0.40,0.00,0.59,10.00,First Round
Vin Baker OKC 2002,Vin Baker,,Vin Baker,2002,OKC,5,144,66,29,58,0.5,1,1,1,7,9,0.778,11,14,25,4,3,6,4,23,,13.20,5.00,0.80,0.60,1.20,0.80,0.50,1.00,0.78,10.00,First Round
Vin Baker NYK 2004,Vin Baker,,Vin Baker,2004,NYK,4,57,22,8,14,0.571,0,0,0,6,9,0.667,6,6,12,1,3,2,2,8,,5.50,3.00,0.25,0.75,0.50,0.50,0.57,0.00,0.67,10.00,First Round
Vince Boryla NYK 1950,Vince Boryla,,Vince Boryla,1950,NYK,5,0,75,23,52,0.442,,,,29,32,0.906,,,0,7,,,,25,,15.00,0.00,1.40,0.00,0.00,0.00,0.44,0.00,0.91,"1,000.00",Conf Finalist
Vince Boryla NYK 1951,Vince Boryla,,Vince Boryla,1951,NYK,14,0,217,83,193,0.43,,,,51,56,0.911,,,52,37,,,,42,,15.50,3.71,2.64,0.00,0.00,0.00,0.43,0.00,0.91,"10,000.00",Finalist
Vince Boryla NYK 1953,Vince Boryla,,Vince Boryla,1953,NYK,11,397,117,44,116,0.379,,,,29,34,0.853,,,35,20,,,,35,,10.64,3.18,1.82,0.00,0.00,0.00,0.38,0.00,0.85,"10,000.00",Finalist
Vince Boryla NYK 1954,Vince Boryla,,Vince Boryla,1954,NYK,3,66,27,8,14,0.571,,,,11,13,0.846,,,2,1,,,,12,,9.00,0.67,0.33,0.00,0.00,0.00,0.57,0.00,0.85,,
Vince Carter TOR 2000,Vince Carter,,Vince Carter,2000,TOR,3,119,58,15,50,0.3,1,10,0.1,27,31,0.871,9,9,18,19,3,4,8,12,,19.33,6.00,6.33,1.00,1.33,2.67,0.30,0.10,0.87,10.00,First Round
Vince Carter TOR 2001,Vince Carter,,Vince Carter,2001,TOR,12,539,327,122,280,0.436,25,61,0.41,58,74,0.784,37,41,78,56,20,20,27,45,,27.25,6.50,4.67,1.67,1.67,2.25,0.44,0.41,0.78,100.00,Conf Semis
Vince Carter BKN 2005,Vince Carter,,Vince Carter,2005,BKN,4,179,107,35,96,0.365,6,19,0.316,31,36,0.861,9,25,34,23,9,0,15,17,,26.75,8.50,5.75,2.25,0.00,3.75,0.36,0.32,0.86,10.00,First Round
