PLAYER,YEAR,AWARD,RNK
JR Smith,2011,Sixth Man,10
OJ Mayo,2011,Sixth Man,11
Tony Allen,2011,Sixth Man,11
Ty Lawson,2011,Sixth Man,11
Toney Douglas,2011,Sixth Man,14
JJ Redick,2011,Sixth Man,15
Matt Bonner,2011,Sixth Man,15
James Harden,2012,Sixth Man,1
Louis Williams,2012,Sixth Man,2
Jason Terry,2012,Sixth Man,3
Al Harrington,2012,Sixth Man,4
Manu Ginobili,2012,Sixth Man,5
Taj Gibson,2012,Sixth Man,5
OJ Mayo,2012,Sixth Man,7
Maurice Williams,2012,Sixth Man,8
Thaddeus Young,2012,Sixth Man,9
Kyle Korver,2012,Sixth Man,10
Carl Landry,2012,Sixth Man,11
CJ Watson,2012,Sixth Man,11
Jamal Crawford,2012,Sixth Man,11
Zach Randolph,2012,Sixth Man,11
Gary Neal,2012,Sixth Man,15
Mike Dunleavy,2012,Sixth Man,15
Tyler Hansbrough,2012,Sixth Man,15
Andre Miller,2012,Sixth Man,18
George Hill,2012,Sixth Man,18
JR Smith,2012,Sixth Man,18
JR Smith,2013,Sixth Man,1
Jamal Crawford,2013,Sixth Man,2
Jarrett Jack,2013,Sixth Man,3
Kevin Martin,2013,Sixth Man,4
Ryan Anderson,2013,Sixth Man,5
Andre Miller,2013,Sixth Man,6
Jordan Crawford,2013,Sixth Man,7
Carl Landry,2013,Sixth Man,8
Corey Brewer,2013,Sixth Man,8
Manu Ginobili,2013,Sixth Man,8
Nate Robinson,2013,Sixth Man,8
Ramon Sessions,2013,Sixth Man,12
Shane Battier,2013,Sixth Man,12
Gordon Hayward,2013,Sixth Man,14
JJ Redick,2013,Sixth Man,14
Luke Babbitt,2013,Sixth Man,14
Vince Carter,2013,Sixth Man,14
Jamal Crawford,2014,Sixth Man,1
Taj Gibson,2014,Sixth Man,2
Manu Ginobili,2014,Sixth Man,3
Markieff Morris,2014,Sixth Man,4
Reggie Jackson,2014,Sixth Man,5
Vince Carter,2014,Sixth Man,6
DJ Augustin,2014,Sixth Man,7
Dion Waiters,2014,Sixth Man,8
Enes Kanter,2014,Sixth Man,8
Nick Young,2014,Sixth Man,8
Chris Andersen,2014,Sixth Man,11
Marco Belinelli,2014,Sixth Man,11
Andray Blatche,2014,Sixth Man,13
Greivis Vasquez,2014,Sixth Man,13
Maurice Williams,2014,Sixth Man,13
Patrick Mills,2014,Sixth Man,13
Tim Hardaway,2014,Sixth Man,13
Timofey Mozgov,2014,Sixth Man,13
Louis Williams,2015,Sixth Man,1
Isaiah Thomas,2015,Sixth Man,2
Jamal Crawford,2015,Sixth Man,3
Andre Iguodala,2015,Sixth Man,4
Tristan Thompson,2015,Sixth Man,5
Nikola Mirotic,2015,Sixth Man,6
Marreese Speights,2015,Sixth Man,7
Corey Brewer,2015,Sixth Man,8
Manu Ginobili,2015,Sixth Man,8
Taj Gibson,2015,Sixth Man,10
Aaron Brooks,2015,Sixth Man,11
Anthony Morrow,2015,Sixth Man,11
Chris Kaman,2015,Sixth Man,11
Dennis Schroeder,2015,Sixth Man,11
Jamal Crawford,2016,Sixth Man,1
Andre Iguodala,2016,Sixth Man,2
Enes Kanter,2016,Sixth Man,3
Will Barton,2016,Sixth Man,4
Evan Turner,2016,Sixth Man,5
Ryan Anderson,2016,Sixth Man,6
Jeremy Lin,2016,Sixth Man,7
Ed Davis,2016,Sixth Man,8
Dennis Schroeder,2016,Sixth Man,9
Tristan Thompson,2016,Sixth Man,10
Shaun Livingston,2016,Sixth Man,11
Boris Diaw,2016,Sixth Man,12
Jose Juan Barea,2016,Sixth Man,12
Zach LaVine,2016,Sixth Man,14
Darren Collison,2016,Sixth Man,15
Allen Crabbe,2016,Sixth Man,16
Jrue Holiday,2016,Sixth Man,16
Mirza Teletovic,2016,Sixth Man,16
Patrick Patterson,2016,Sixth Man,16
Eric Gordon,2017,Sixth Man,1
Andre Iguodala,2017,Sixth Man,2
Louis Williams,2017,Sixth Man,3
Zach Randolph,2017,Sixth Man,4
James Johnson,2017,Sixth Man,5
Greg Monroe,2017,Sixth Man,6
Jamal Crawford,2017,Sixth Man,7
Enes Kanter,2017,Sixth Man,8
Patrick Mills,2017,Sixth Man,8
Tim Hardaway,2017,Sixth Man,10
Malcolm Brogdon,2017,Sixth Man,11
Tyler Johnson,2017,Sixth Man,11
Vince Carter,2017,Sixth Man,11
Louis Williams,2018,Sixth Man,1
Eric Gordon,2018,Sixth Man,2
Fred VanVleet,2018,Sixth Man,3
Will Barton,2018,Sixth Man,4
Wayne Ellington,2018,Sixth Man,5
Kelly Olynyk,2018,Sixth Man,6
Jordan Clarkson,2018,Sixth Man,7
Nikola Mirotic,2018,Sixth Man,7
Kyle Kuzma,2018,Sixth Man,9
Dwyane Wade,2018,Sixth Man,10
Terry Rozier,2018,Sixth Man,10
Jakob Poeltl,2018,Sixth Man,12
Jose Juan Barea,2018,Sixth Man,12
Luc Mbah a Moute,2018,Sixth Man,12
Marco Belinelli,2018,Sixth Man,12
Rodney Hood,2018,Sixth Man,12
Tomas Satoransky,2018,Sixth Man,12
Louis Williams,2019,Sixth Man,1
Domantas Sabonis,2019,Sixth Man,2
Montrezl Harrell,2019,Sixth Man,3
Spencer Dinwiddie,2019,Sixth Man,4
Terrence Ross,2019,Sixth Man,5
Derrick Rose,2019,Sixth Man,6
Dwyane Wade,2019,Sixth Man,7
Dennis Schroeder,2019,Sixth Man,8
Monte Morris,2019,Sixth Man,9
Andre Iguodala,2019,Sixth Man,10
Davis Bertans,2019,Sixth Man,11
Ed Davis,2019,Sixth Man,11
Jae Crowder,2019,Sixth Man,11
Malik Beasley,2019,Sixth Man,11
Montrezl Harrell,2020,Sixth Man,1
Dennis Schroeder,2020,Sixth Man,2
Louis Williams,2020,Sixth Man,3
Christian Wood,2020,Sixth Man,4
George Hill,2020,Sixth Man,4
Goran Dragic,2020,Sixth Man,6
Derrick Rose,2020,Sixth Man,7
Davis Bertans,2020,Sixth Man,8
Dwight Howard,2020,Sixth Man,9
Jordan Clarkson,2021,Sixth Man,1
Joe Ingles,2021,Sixth Man,2
Derrick Rose,2021,Sixth Man,3
Jalen Brunson,2021,Sixth Man,4
Tim Hardaway,2021,Sixth Man,5
Montrezl Harrell,2021,Sixth Man,6
Carmelo Anthony,2021,Sixth Man,7
Chris Boucher,2021,Sixth Man,8
Bobby Portis,2021,Sixth Man,9
Enes Kanter,2021,Sixth Man,10
TJ McConnell,2021,Sixth Man,11
Miles Bridges,2021,Sixth Man,12
Shake Milton,2021,Sixth Man,12
Thaddeus Young,2021,Sixth Man,14
Facundo Campazzo,2021,Sixth Man,15
Tyler Herro,2022,Sixth Man,1
Kevin Love,2022,Sixth Man,2
Cameron Johnson,2022,Sixth Man,3
Jordan Clarkson,2022,Sixth Man,4
Luke Kennard,2022,Sixth Man,5
Bogdan Bogdanovic,2022,Sixth Man,6
Kelly Oubre,2022,Sixth Man,7
De'Anthony Melton,2022,Sixth Man,8
Montrezl Harrell,2022,Sixth Man,9
Immanuel Quickley,2022,Sixth Man,10
Brandon Clarke,2022,Sixth Man,11
Maxi Kleber,2022,Sixth Man,11
Tyus Jones,2022,Sixth Man,11
Malcolm Brogdon,2023,Sixth Man,1
Immanuel Quickley,2023,Sixth Man,2
Bobby Portis,2023,Sixth Man,3
Norman Powell,2023,Sixth Man,4
Malik Monk,2023,Sixth Man,5
Tyus Jones,2023,Sixth Man,6
Austin Reaves,2023,Sixth Man,7
Bennedict Mathurin,2023,Sixth Man,8
Christian Wood,2023,Sixth Man,9
Russell Westbrook,2023,Sixth Man,9
Naz Reid,2024,Sixth Man,1
Malik Monk,2024,Sixth Man,2
Bobby Portis,2024,Sixth Man,3
Norman Powell,2024,Sixth Man,4
Bogdan Bogdanovic,2024,Sixth Man,5
Jose Alvarado,2024,Sixth Man,6
Russell Westbrook,2024,Sixth Man,7
TJ McConnell,2024,Sixth Man,7
Bojan Bogdanovic,2024,Sixth Man,9
Jaime Jaquez,2024,Sixth Man,9
Jonathan Isaac,2024,Sixth Man,9
Tim Hardaway,2024,Sixth Man,9
